cosyn|Benjamin Cosyn|Cosyn, Benjamin|Cosyn, Benjamin (1570-1652 or later)|Composer|Baroque
cotes|Ambrosio Cotes|Cotes, Ambrosio|Cotes, Ambrosio (1550-1603)|Composer|Baroque
countingcrows|Counting Crows|Crows, Counting|Crows, Counting|Composer|
couperin|Armand-Louis Couperin|Couperin, Armand-Louis|Couperin, Armand-Louis (1727-1789)|Composer|Classical
courtois|Jean Courtois|Courtois, Jean|Courtois, Jean (1530-1545)|Composer|Renaissance
cowen|Frederic H. Cowen|Cowen, Frederic H.|Cowen, Frederic H. (1852-1935)|Composer|Romantic
cozzolani|Chiara Margarita Cozzolani|Cozzolani, Chiara Margarita|Cozzolani, Chiara Margarita (1602-c1678)|Composer|Baroque
cramer|Johann Baptist Cramer|Cramer, Johann Baptist|Cramer, Johann Baptist (1771-1858)|Composer|Romantic
crespo|Enrique Crespo|Crespo, Enrique|Crespo, Enrique (b1941)|Composer|20th Century
cristianogiuseppelidarti|Cristiano Giuseppe Lidarti|Lidarti, Cristiano Giuseppe|Lidarti, Cristiano Giuseppe (1730-1795)|Composer|Classical
cristianomozzati|Cristiano Mozzati|Mozzati, Cristiano|Mozzati, Cristiano|Composer|
cristinascabbia|Cristina Scabbia|Scabbia, Cristina|Scabbia, Cristina|Composer|
cristo|Pedro de Cristo|Cristo, Pedro de|Cristo, Pedro de (1550-1618)|Composer|Baroque
cristobaldemorales|Cristóbal de Morales|Morales, Cristóbal de|Morales, Cristóbal de (c1500-1553)|Composer|Renaissance
cristobalgalan|Cristóbal Galán|Galán, Cristóbal|Galán, Cristóbal (c1630-1684)|Composer|Baroque
cristofaro|Ferdinando de Cristofaro|Cristofaro, Ferdinando de|Cristofaro, Ferdinando de (1846-1890)|Composer|Romantic
cristoforocaresana|Cristoforo Caresana|Caresana, Cristoforo|Caresana, Cristoforo (c1640-1709)|Composer|Baroque
croatianradiosymphonyorchestra|Croatian Radio Symphony Orchestra|Croatian Radio Symphony Orchestra||Orchestra|
croce|Giovanni Croce|Croce, Giovanni|Croce, Giovanni (c1557-1609)|Composer|Baroque
croes|Henri-Jacques de Croes|Croes, Henri-Jacques de|Croes, Henri-Jacques de (1705-1786)|Composer|Classical
croft|William Croft|Croft, William|Croft, William (1678-1727)|Composer|Baroque
cruger|Johann Crüger|Crüger, Johann|Crüger, Johann (1598-1662)|Composer|Baroque
crumb|George Crumb|Crumb, George|Crumb, George (b1929)|Composer|20th Century
crusell|Bernhard Crusell|Crusell, Bernhard|Crusell, Bernhard (1775-1838)|Composer|Romantic
cui|César Cui|Cui, César|Cui, César (1835-1918)|Composer|Romantic
curti|Carlo Curti|Curti, Carlo|Curti, Carlo (1807-1872)|Composer|Romantic
curtis|Ernesto de Curtis|Curtis, Ernesto de|Curtis, Ernesto de (1875-1937)|Composer|20th Century
curziomancini|Curzio Mancini|Mancini, Curzio|Mancini, Curzio (c1553-c1611)|Composer|Renaissance
cutting|Francis Cutting|Cutting, Francis|Cutting, Francis (b1595)|Composer|20th Century
cyprianoderore|Cypriano de Rore|Rore, Cypriano de|Rore, Cypriano de (1515-1565)|Composer|Renaissance
cyrilscott|Cyril Scott|Scott, Cyril|Scott, Cyril (1879-1970)|Composer|Romantic
czerny|Carl Czerny|Czerny, Carl|Czerny, Carl (1791-1857)|Composer|Romantic
dagincourt|François d'Agincourt|d'Agincourt, François|d'Agincourt, François (1684-1758)|Composer|Classical
dahl|Ingolf Dahl|Dahl, Ingolf|Dahl, Ingolf (1912-1970)|Composer|20th Century
dalayrac|Nicolas Dalayrac|Dalayrac, Nicolas|Dalayrac, Nicolas (1753-1809)|Composer|Classical
dallabaco|Evaristo Felice Dall'Abaco|Dall'Abaco, Evaristo Felice|Dall'Abaco, Evaristo Felice (1675-1742)|Composer|Baroque
dallaswindsymphony|Dallas Wind Symphony|Dallas Wind Symphony||Orchestra|
dalloglio|Domenico Dall'Oglio|Dall'Oglio, Domenico|Dall'Oglio, Domenico (1700-1764)|Composer|Classical
dambrosio|Alfredo D'Ambrosio|D'Ambrosio, Alfredo|D'Ambrosio, Alfredo (1871-1914)|Composer|Romantic
damett|Thomas Damett|Damett, Thomas|Damett, Thomas (1389/90-1436/37)|Composer|Renaissance
damianstachowicz|Damian Stachowicz|Stachowicz, Damian|Stachowicz, Damian (1658-1699)|Composer|Baroque
danacalitri|Dana Calitri|Calitri, Dana|Calitri, Dana|Composer|
danawilson|Dana Wilson|Wilson, Dana|Wilson, Dana|Composer|
dancla|Charles Dancla|Dancla, Charles|Dancla, Charles (1817-1907)|Composer|Romantic
dandrieu|Jean-François Dandrieu|Dandrieu, Jean-François|Dandrieu, Jean-François (1681-1738)|Composer|Baroque
danglebert|Jean-Henri d'Anglebert|d'Anglebert, Jean-Henri|d'Anglebert, Jean-Henri (1629-1691)|Composer|Baroque
danielalomiasrobles|Daniel Alomías Robles|Robles, Daniel Alomías|Robles, Daniel Alomías|Composer|
danielauber|Daniel Auber|Auber, Daniel|Auber, Daniel (1782-1871)|Composer|Romantic
danielbacheler|Daniel Bacheler|Bacheler, Daniel|Bacheler, Daniel (1572-1619)|Composer|Baroque
danielbarenboim|Daniel Barenboim|Barenboim, Daniel||Conductor|
danielbryer|Daniel Bryer|Bryer, Daniel|Bryer, Daniel|Composer|
danielcardoso|Daniel Cardoso|Cardoso, Daniel|Cardoso, Daniel|Composer|
danieldanielis|Daniel Danielis|Danielis, Daniel|Danielis, Daniel (1635-1696)|Composer|Baroque
danielemazza|Daniele Mazza|Mazza, Daniele|Mazza, Daniele|Composer|
danielfarrant|Daniel Farrant|Farrant, Daniel|Farrant, Daniel (c1575-1651)|Composer|Baroque
danielfriderici|Daniel Friderici|Friderici, Daniel|Friderici, Daniel (1584-1638)|Composer|Baroque
danielgibson|Daniel Gibson|Gibson, Daniel|Gibson, Daniel|Composer|
danielgottlobturk|Daniel Gottlob Türk|Türk, Daniel Gottlob|Türk, Daniel Gottlob (1756-1813)|Composer|Classical
danielis|Daniel Danielis|Danielis, Daniel|Danielis, Daniel (1635-1696)|Composer|Baroque
danieljohns|Daniel Johns|Johns, Daniel|Johns, Daniel|Composer|
danielkyriakides|Daniel Kyriakides|Kyriakides, Daniel|Kyriakides, Daniel|Composer|
danielmccarthy|Daniel McCarthy|McCarthy, Daniel|McCarthy, Daniel (b1955)|Composer|20th Century
danielpurcell|Daniel Purcell|Purcell, Daniel|Purcell, Daniel (1664-1717)|Composer|Baroque
danielsteibelt|Daniel Steibelt|Steibelt, Daniel|Steibelt, Daniel (1765-1823)|Composer|Classical
danielvickrey|Daniel Vickrey|Vickrey, Daniel|Vickrey, Daniel|Composer|
danielwolf|Daniel Wolf|Wolf, Daniel|Wolf, Daniel|Composer|
danishnationalradiosymphonyorchestra|Danish National Radio Symphony Orchestra|Danish National Radio Symphony Orchestra||Orchestra|
danjewett|Dan Jewett|Jewett, Dan|Jewett, Dan|Composer|
dankowski|Wojciech Dankowski|Dankowski, Wojciech|Dankowski, Wojciech (c1760-c1836)|Composer|Classical
danmuckala|Dan Muckala|Muckala, Dan|Muckala, Dan|Composer|
"danny""kootch""kortchmar"|"Danny ""Kootch"" Kortchmar"|"Kortchmar, Danny ""Kootch"""|"Kortchmar, Danny ""Kootch"""|Composer|
dannyflower|Danny Flower|Flower, Danny|Flower, Danny|Composer|
dannyparker|Danny Parker|Parker, Danny|Parker, Danny|Composer|
dannypeyronel|Danny Peyronel|Peyronel, Danny|Peyronel, Danny|Composer|
danrothchild|Dan Rothchild|Rothchild, Dan|Rothchild, Dan|Composer|
danyel|John Danyel|Danyel, John|Danyel, John (1564-a1625)|Composer|Renaissance
danzi|Franz Danzi|Danzi, Franz|Danzi, Franz (1763-1826)|Composer|Classical
daquin|Louis-Claude Daquin|Daquin, Louis-Claude|Daquin, Louis-Claude (1694-1772)|Composer|Classical
dargomyzhsky|Alexander Dargomyzhsky|Dargomyzhsky, Alexander|Dargomyzhsky, Alexander (1813-1869)|Composer|Romantic
dariocastello|Dario Castello|Castello, Dario|Castello, Dario (c1590-a1630)|Composer|Baroque
darisadkinspoe|Daris Adkins Poe|Poe, Daris Adkins|Poe, Daris Adkins|Composer|
dariusrucker|Darius Rucker|Rucker, Darius|Rucker, Darius|Composer|
darkwell|Darkwell|Darkwell|Darkwell|Composer|
daronmalakian|Daron Malakian|Malakian, Daron|Malakian, Daron|Composer|
dasneueroffneteorchestre|Das Neu-Eröffnete Orchestre|Das Neu-Eröffnete Orchestre||Orchestra|
dassoucy|Charles d'Assoucy|d'Assoucy, Charles|d'Assoucy, Charles (1605-1677)|Composer|Baroque
dastorga|Emanuele d'Astorga|d'Astorga, Emanuele|d'Astorga, Emanuele (1681-1736)|Composer|Baroque
daugherty|Michael Daugherty|Daugherty, Michael|Daugherty, Michael (b1954)|Composer|20th Century
dauprat|Louis François Dauprat|Dauprat, Louis François|Dauprat, Louis François (1781-1868)|Composer|Romantic
dauvergne|Antoine Dauvergne|Dauvergne, Antoine|Dauvergne, Antoine (1713-1797)|Composer|Classical
davaux|Jean-Baptiste Davaux|Davaux, Jean-Baptiste|Davaux, Jean-Baptiste (1742-1822)|Composer|Classical
daveabbruzzese|Dave Abbruzzese|Abbruzzese, Dave|Abbruzzese, Dave|Composer|
daveamato|Dave Amato|Amato, Dave|Amato, Dave|Composer|
davebassett|Dave Bassett|Bassett, Dave|Bassett, Dave|Composer|
davegrusin|Dave Grusin|Grusin, Dave|Grusin, Dave|Composer|
davejanusko|Dave Janusko|Janusko, Dave|Janusko, Dave|Composer|
davekrusen|Dave Krusen|Krusen, Dave|Krusen, Dave|Composer|
davekushner|Dave Kushner|Kushner, Dave|Kushner, Dave|Composer|
davematthews|Dave Matthews|Matthews, Dave|Matthews, Dave|Composer|
davemustaine|Dave Mustaine|Mustaine, Dave|Mustaine, Dave|Composer|
daveroth|Dave Roth|Roth, Dave|Roth, Dave|Composer|
david|Ferdinand David|David, Ferdinand|David, Ferdinand (1810-1873)|Composer|Romantic
davidatherton|David Atherton|Atherton, David||Conductor|
davidbowie|David Bowie|Bowie, David|Bowie, David|Composer|
davidbryson|David Bryson|Bryson, David|Bryson, David|Composer|
davidchesky|David Chesky|Chesky, David|Chesky, David|Composer|
davidconte|David Conte|Conte, David|Conte, David (b1955)|Composer|20th Century
daviddenny|David Denny|Denny, David|Denny, David|Composer|
davidellefson|David Ellefson|Ellefson, David|Ellefson, David|Composer|
davideperez|Davide Perez|Perez, Davide|Perez, Davide (1711-1778)|Composer|Classical
davidfoster|David Foster|Foster, David|Foster, David|Composer|
davidfroom|David Froom|Froom, David|Froom, David (b1951)|Composer|20th Century
davidfunck|David Funck|Funck, David|Funck, David (1648?-after 1690)|Composer|Baroque
davidgarza|Davíd Garza|Garza, Davíd|Garza, Davíd|Composer|
davidgilmour|David Gilmour|Gilmour, David|Gilmour, David|Composer|
davidguetta|David Guetta|Guetta, David|Guetta, David|Composer|
davidhill|David Hill|Hill, David||Conductor|
davidhodges|David Hodges|Hodges, David|Hodges, David|Composer|
davidimmergluck|David Immergluck|Immergluck, David|Immergluck, David|Composer|
davidivory|David Ivory|Ivory, David|Ivory, David|Composer|
davidkellner|David Kellner|Kellner, David|Kellner, David (1670-1748)|Composer|Baroque
davidlloydjones|David Lloyd-Jones|Lloyd-Jones, David||Conductor|
davidmatthews|David Matthews|Matthews, David|Matthews, David|Composer|
davidpetersen|David Petersen|Petersen, David|Petersen, David (c1651-1737)|Composer|Baroque
davidpohle|David Pohle|Pohle, David|Pohle, David (1624-1695)|Composer|Baroque
davidpopper|David Popper|Popper, David|Popper, David (1843-1913)|Composer|Romantic
davidreck|David Reck|Reck, David|Reck, David|Composer|
davidsacerdote|David Sacerdote|Sacerdote, David|Sacerdote, David (1550-1625)|Composer|Baroque
davidsingervine|David Singer-Vine|Singer-Vine, David|Singer-Vine, David|Composer|
davidwallisreeves|David Wallis Reeves|Reeves, David Wallis|Reeves, David Wallis (1838-1900)|Composer|Romantic
davidzinman|David Zinman|Zinman, David||Conductor|
davies|Walford Davies|Davies, Walford|Davies, Walford (1869-1941)|Composer|Romantic
davis|Miss Davis|Davis, Miss|Davis, Miss (c1726-after 1755)|Composer|Classical
davorinjenko|Davorin Jenko|Jenko, Davorin|Jenko, Davorin (1835-1914)|Composer|Romantic
dean|Brett Dean|Dean, Brett|Dean, Brett (b1961)|Composer|20th Century
deandeleo|Dean DeLeo|DeLeo, Dean|DeLeo, Dean|Composer|
deanfelber|Dean Felber|Felber, Dean|Felber, Dean|Composer|
dearing|Richard Dearing|Dearing, Richard|Dearing, Richard (c1580-1630)|Composer|Renaissance
debussy|Claude Debussy|Debussy, Claude|Debussy, Claude (1862-1918)|Composer|Romantic
dedekind|Constantin Christian Dedekind|Dedekind, Constantin Christian|Dedekind, Constantin Christian (1628-1715)|Composer|Baroque
dehault|Jean-Baptiste Boësset, Sieur de Dehault|Dehault, Jean-Baptiste Boësset, Sieur de|Dehault, Jean-Baptiste Boësset, Sieur de (1614-1685)|Composer|Baroque
delaval|Mme Delaval|Delaval, Mme|Delaval, Mme (fl1791-1802)|Composer|Romantic
delavigne|Philibert Delavigne|Delavigne, Philibert|Delavigne, Philibert (c1700-1750)|Composer|Baroque
delibes|Léo Delibes|Delibes, Léo|Delibes, Léo (1836-1891)|Composer|Romantic
delius|Frederick Delius|Delius, Frederick|Delius, Frederick (1862-1934)|Composer|Romantic
dellamaria|Domenico Della-Maria|Della-Maria, Domenico|Della-Maria, Domenico (1768-1800)|Composer|Classical
"dellarpa"""|"Orazio Michi, ""Orazio dell'Arpa"""|"dell'Arpa"", Orazio Michi, ""Orazio"|"dell'Arpa"", Orazio Michi, ""Orazio (c1594-1641)"|Composer|Baroque
delphinstrungk|Delphin Strungk|Strungk, Delphin|Strungk, Delphin (1600/1601-1694)|Composer|Baroque
demachi|Giuseppe Demachi|Demachi, Giuseppe|Demachi, Giuseppe (1732-c1791)|Composer|Classical
demantius|Christoph Demantius|Demantius, Christoph|Demantius, Christoph (1567-1643)|Composer|Baroque
demar|Johann Sebastian Demar|Demar, Johann Sebastian|Demar, Johann Sebastian (1763-1832)|Composer|Classical
demars|Hélène-Louise Demars|Demars, Hélène-Louise|Demars, Hélène-Louise (born c1736)|Composer|Classical
demetrioslialios|Demetrios Lialios|Lialios, Demetrios|Lialios, Demetrios (1869-1940)|Composer|Romantic
denis|Pietro Denis|Denis, Pietro|Denis, Pietro (1720-1790)|Composer|Classical
denisgaultier gaultierlejeune|Denis Gaultier, Gaultier le jeune|jeune, Denis Gaultier, Gaultier le|jeune, Denis Gaultier, Gaultier le (1603-1672)|Composer|Baroque
dennisbrainwindensemble|Dennis Brain Wind Ensemble|Dennis Brain Wind Ensemble||Orchestra|
dennisrusselldavies|Dennis Russell Davies|Davies, Dennis Russell||Conductor|
dennisschunke|Dennis Schunke|Schunke, Dennis|Schunke, Dennis|Composer|
dentice|Scipione Dentice|Dentice, Scipione|Dentice, Scipione (1560-1635)|Composer|Baroque
denza|Luigi Denza|Denza, Luigi|Denza, Luigi (1846-1922)|Composer|Romantic
dering|Lady Mary Dering|Dering, Lady Mary|Dering, Lady Mary (1629-1704)|Composer|Baroque
descoteaux|René Pignon Descoteaux|Descoteaux, René Pignon|Descoteaux, René Pignon (c1646-1728)|Composer|Baroque
desmarest|Henri Desmarest|Desmarest, Henri|Desmarest, Henri (1661-1741)|Composer|Baroque
desprez|Josquin Desprez|Desprez, Josquin|Desprez, Josquin (c1440-1521)|Composer|Renaissance
destouches|André Cardinal Destouches|Destouches, André Cardinal|Destouches, André Cardinal (1672-1749)|Composer|Baroque
deus|Filipe da Madre de Deus|Deus, Filipe da Madre de|Deus, Filipe da Madre de (c1630-c1688 or later)|Composer|Baroque
deutschessymphonieorchestraberlin|Deutsches Symphonie-Orchestra Berlin|Deutsches Symphonie-Orchestra Berlin||Orchestra|
deve|Alphonse d'Eve|d'Eve, Alphonse|d'Eve, Alphonse (1666-1727)|Composer|Baroque
devienne|François Devienne|Devienne, François|Devienne, François (1759-1803)|Composer|Classical
devintownsend|Devin Townsend|Townsend, Devin|Townsend, Devin|Composer|
dewayneblackwell|DeWayne Blackwell|Blackwell, DeWayne|Blackwell, DeWayne|Composer|
dgibson|D. Gibson|Gibson, D.|Gibson, D.|Composer|
dhervelois|Louis de Caix d'Hervelois|d'Hervelois, Louis de Caix|d'Hervelois, Louis de Caix (1670-1760)|Composer|Classical
diabelli|Anton Diabelli|Diabelli, Anton|Diabelli, Anton (1781-1858)|Composer|Romantic
diabulusinmusica|Diabulus in Musica|Musica, Diabulus in|Musica, Diabulus in|Composer|
diamond|Diamond|Diamond|Diamond|Composer|
diannevalory|Dianne Valory|Valory, Dianne|Valory, Dianne|Composer|
diannevangiersbergen|Dianne Van Giersbergen|Giersbergen, Dianne Van|Giersbergen, Dianne Van|Composer|
dicksmith|Dick Smith|Smith, Dick|Smith, Dick|Composer|
diegoortiz|Diego Ortiz|Ortiz, Diego|Ortiz, Diego (c1510-1570)|Composer|Renaissance
diegopontac|Diego Pontac|Pontac, Diego|Pontac, Diego (1603-1654)|Composer|Baroque
dieterichbuxtehude|Dieterich Buxtehude|Buxtehude, Dieterich|Buxtehude, Dieterich (1637-1707)|Composer|Baroque
dietrichbecker|Dietrich Becker|Becker, Dietrich|Becker, Dietrich (c1623-c1679)|Composer|Baroque
dietrichewaldvongrotthuß|Dietrich Ewald von Grotthuß|Grotthuß , Dietrich Ewald von|Grotthuß , Dietrich Ewald von (1754-1786)|Composer|Classical
dieupart|Charles Dieupart|Dieupart, Charles|Dieupart, Charles (c1670-c1740)|Composer|Baroque
dimmler|Franz Anton Dimmler|Dimmler, Franz Anton|Dimmler, Franz Anton (1753-1827)|Composer|Classical
dindia|Sigismondo d'India|d'India, Sigismondo|d'India, Sigismondo (c1582-1629)|Composer|Baroque
dindy|Vincent d'Indy|d'Indy, Vincent|d'Indy, Vincent (1851-1931)|Composer|Romantic
dinicu|Grigoraş Dinicu|Dinicu, Grigoraş|Dinicu, Grigoraş (1889-1949)|Composer|20th Century
dinoelefante|Dino Elefante|Elefante, Dino|Elefante, Dino|Composer|
diogeniobigaglia|Diogenio Bigaglia|Bigaglia , Diogenio|Bigaglia , Diogenio (1676-1745)|Composer|Baroque
diogodiasmelgas|Diogo Dias Melgás|Melgás, Diogo Dias|Melgás, Diogo Dias (1638-1700)|Composer|Baroque
diomedescato|Diomedes Cato|Cato, Diomedes|Cato, Diomedes (c1560/1565-1618)|Composer|Baroque
diruta|Girolamo Diruta|Diruta, Girolamo|Diruta, Girolamo (1554-after 1610)|Composer|Baroque
disturbed|Disturbed|Disturbed|Disturbed|Composer|
dittersdorf|Carl Ditters von Dittersdorf|Dittersdorf, Carl Ditters von|Dittersdorf, Carl Ditters von (1739-1799)|Composer|Classical
długoraj|Wojciech Długoraj|Długoraj, Wojciech|Długoraj, Wojciech (1557-after 1619)|Composer|Baroque
dmitribortnyansky|Dmitri Bortnyansky|Bortnyansky, Dmitri|Bortnyansky, Dmitri (1751-1825)|Composer|Classical
dmitrishostakovich|Dmitri Shostakovich|Shostakovich, Dmitri|Shostakovich, Dmitri (1906-1975)|Composer|20th Century
dmitryshostakovich|Dmitri Shostakovich|Shostakovich, Dmitri|Shostakovich, Dmitri (1906-1975)|Composer|20th Century
dmitryyablonsky|Dmitry Yablonsky|Yablonsky, Dmitry||Conductor|
dmytrobortniansky|Dmytro Bortniansky|Bortniansky, Dmytro|Bortniansky, Dmytro (1751-1825)|Composer|Classical
dodgson|Stephen Dodgson|Dodgson, Stephen|Dodgson, Stephen (b1924)|Composer|20th Century
dohnanyi|Ernő Dohnányi|Dohnányi, Ernő|Dohnányi, Ernő (1877-1960)|Composer|Romantic
doles|Johann Friedrich Doles|Doles, Johann Friedrich|Doles, Johann Friedrich (1715-1797)|Composer|Classical
dolle|Charles Dollé|Dollé, Charles|Dollé, Charles (fl1735-1755; d. after 1755)|Composer|Classical
doloresoriordan|Dolores O'Riordan|O'Riordan, Dolores|O'Riordan, Dolores|Composer|
domenecterradellas|Domènec Terradellas|Terradellas, Domènec|Terradellas, Domènec (c1711-1751)|Composer|Classical
domenicoalberti|Domenico Alberti|Alberti, Domenico|Alberti, Domenico (c1710-1740)|Composer|Baroque
domenicoallegri|Domenico Allegri|Allegri, Domenico|Allegri, Domenico (1585-1629)|Composer|Baroque
domenicobrunetti|Domenico Brunetti|Brunetti, Domenico|Brunetti, Domenico (c1580-1646)|Composer|Baroque
domenicocimarosa|Domenico Cimarosa|Cimarosa, Domenico|Cimarosa, Domenico (1749-1801)|Composer|Classical
domenicodalloglio|Domenico Dall'Oglio|Dall'Oglio, Domenico|Dall'Oglio, Domenico (1700-1764)|Composer|Classical
domenicodellabella|Domenico Della Bella|Bella, Domenico Della|Bella, Domenico Della (fl c1700-1715)|Composer|Baroque
domenicodellamaria|Domenico Della-Maria|Della-Maria, Domenico|Della-Maria, Domenico (1768-1800)|Composer|Classical
domenicodragonetti|Domenico Dragonetti|Dragonetti, Domenico|Dragonetti, Domenico (1763-1846)|Composer|Classical
domenicofischietti|Domenico Fischietti|Fischietti, Domenico|Fischietti, Domenico (c1725-c1810)|Composer|Classical
domenicogabrielli|Domenico Gabrielli|Gabrielli, Domenico|Gabrielli, Domenico (1651/1659-1690)|Composer|Baroque
domenicomazzocchi|Domenico Mazzocchi|Mazzocchi, Domenico|Mazzocchi, Domenico (1592-1665)|Composer|Baroque
domenicosarro|Domenico Sarro|Sarro, Domenico|Sarro, Domenico (1679-1744)|Composer|Baroque
domenicoscarlatti|Domenico Scarlatti|Scarlatti, Domenico|Scarlatti, Domenico (1685-1757)|Composer|Baroque
domenicozanatta|Domenico Zanatta|Zanatta, Domenico|Zanatta, Domenico (c1665-1748)|Composer|Baroque
domenicozipoli|Domenico Zipoli|Zipoli, Domenico|Zipoli, Domenico (1688-1726)|Composer|Baroque
dominiquevellard|Dominique Vellard|Vellard, Dominique||Conductor|
donaldhunsberger|Donald Hunsberger|Hunsberger, Donald||Conductor|
donati|Ignazio Donati|Donati, Ignazio|Donati, Ignazio (c1575-1638)|Composer|Baroque
donato|Baldassare Donato|Donato, Baldassare|Donato, Baldassare (1525/1530-1603)|Composer|Baroque
dondixon|Don Dixon|Dixon, Don|Dixon, Don|Composer|
donfelder|Don Felder|Felder, Don|Felder, Don|Composer|
dongilmore|Don Gilmore|Gilmore, Don|Gilmore, Don|Composer|
donhenley|Don Henley|Henley, Don|Henley, Don|Composer|
donizetti|Gaetano Donizetti|Donizetti, Gaetano|Donizetti, Gaetano (1797-1848)|Composer|Romantic
donnyhathaway|Donny Hathaway|Hathaway, Donny|Hathaway, Donny|Composer|
donraye|Don Raye|Raye, Don|Raye, Don (1909-1985)|Composer|20th Century
dornel|Louis-Antoine Dornel|Dornel, Louis-Antoine|Dornel, Louis-Antoine (1685-1765)|Composer|Classical
dorozco|Mathilda d'Orozco|d'Orozco, Mathilda|d'Orozco, Mathilda (1796-1863)|Composer|Romantic
dotzauer|Friedrich Dotzauer|Dotzauer, Friedrich|Dotzauer, Friedrich (1783-1860)|Composer|Romantic
doue|Toussaint Bertin de la Doué|Doué, Toussaint Bertin de la|Doué, Toussaint Bertin de la (c1680-1743)|Composer|Baroque
douglasbostock|Douglas Bostock|Bostock, Douglas||Conductor|
douglasfurther|Douglas Further|Further, Douglas|Further, Douglas|Composer|
douglasrandall|Douglas Randall|Randall, Douglas|Randall, Douglas|Composer|
dowland|John Dowland|Dowland, John|Dowland, John (1563-1626)|Composer|Renaissance
draconian|Draconian|Draconian|Draconian|Composer|
draeseke|Felix Draeseke|Draeseke, Felix|Draeseke, Felix (1835-1913)|Composer|Romantic
draghi|Antonio Draghi|Draghi, Antonio|Draghi, Antonio (c1634-1700)|Composer|Baroque
dragonetti|Domenico Dragonetti|Dragonetti, Domenico|Dragonetti, Domenico (1763-1846)|Composer|Classical
dragoni|Giovanni Andrea Dragoni|Dragoni, Giovanni Andrea|Dragoni, Giovanni Andrea (c1540-1598)|Composer|Renaissance
drakemabry|Drake Mabry|Mabry, Drake|Mabry, Drake|Composer|
dresdnerphilharmonie|Dresdner Philharmonie|Dresdner Philharmonie||Orchestra|
drese|Adam Drese|Drese, Adam|Drese, Adam (c1620-1701)|Composer|Baroque
dretzel|Cornelius Heinrich Dretzel|Dretzel, Cornelius Heinrich|Dretzel, Cornelius Heinrich (1697-1775)|Composer|Classical
dreyschock|Alexander Dreyschock|Dreyschock, Alexander|Dreyschock, Alexander (1818-1869)|Composer|Romantic
drostehulshoff|Annette von Droste-Hülshoff|Droste-Hülshoff, Annette von|Droste-Hülshoff, Annette von (1797-1848)|Composer|Romantic
druschetzky|Georg Druschetzky|Druschetzky, Georg|Druschetzky, Georg (1745-1819)|Composer|Classical
drusina|Petrus de Drusina|Drusina, Petrus de|Drusina, Petrus de (1560-1611)|Composer|Baroque
drysdale|Learmont Drysdale|Drysdale, Learmont|Drysdale, Learmont (1866-1909)|Composer|Romantic
dseraphine|D. Seraphine|Seraphine, D.|Seraphine, D.|Composer|
duanebaron|Duane Baron|Baron, Duane|Baron, Duane|Composer|
duarte|Leonora Duarte|Duarte, Leonora|Duarte, Leonora (1610-1678)|Composer|Baroque
duartelobo|Duarte Lobo|Lobo, Duarte|Lobo, Duarte (c1565-1646)|Composer|Baroque
duben|Andreas Düben|Düben, Andreas|Düben, Andreas (1597-1662)|Composer|Baroque
dubez|Johann Dubez|Dubez, Johann|Dubez, Johann (1828-1891)|Composer|Romantic
dubuque|Alexandre Dubuque|Dubuque, Alexandre|Dubuque, Alexandre (1812-1898)|Composer|Romantic
duc|Simon Le Duc|Duc, Simon Le|Duc, Simon Le (Leduc) (1742-1777)|Composer|Classical
duchambge|Pauline Duchambge|Duchambge, Pauline|Duchambge, Pauline (1778-1858)|Composer|Romantic
dufault|François Dufault|Dufault, François|Dufault, François (1604-1670)|Composer|Baroque
dufay|Guillaume Dufay|Dufay, Guillaume|Dufay, Guillaume (1400-1474)|Composer|Renaissance
duffmckagan|Duff McKagan|McKagan, Duff|McKagan, Duff|Composer|
dukas|Paul Dukas|Dukas, Paul|Dukas, Paul (1865-1935)|Composer|Romantic
dukeellington|Duke Ellington|Ellington, Duke|Ellington, Duke (1899-1974)|Composer|20th Century
dumage|Pierre Dumage|Dumage, Pierre|Dumage, Pierre (1674-1751)|Composer|Classical
duncansheik|Duncan Sheik|Sheik, Duncan|Sheik, Duncan|Composer|
duni|Egidio Duni|Duni, Egidio|Duni, Egidio (1708-1775)|Composer|Classical
dunstable|John Dunstable|Dunstable, John|Dunstable, John (c1390-1453)|Composer|Medieval
duparc|Henri Duparc|Duparc, Henri|Duparc, Henri (1848-1933)|Composer|Romantic
duphly|Jacques Duphly|Duphly, Jacques|Duphly, Jacques (1715-1789)|Composer|Classical
dupont|Gabriel Dupont|Dupont, Gabriel|Dupont, Gabriel (1878-1914)|Composer|Romantic
duport|Jean-Louis Duport|Duport, Jean-Louis|Duport, Jean-Louis (1749-1819)|Composer|Classical
dupre|Marcel Dupré|Dupré, Marcel|Dupré, Marcel (1886-1971)|Composer|20th Century
dupuis|Thomas Sanders Dupuis|Dupuis, Thomas Sanders|Dupuis, Thomas Sanders (1733-1796)|Composer|Classical
durante|Francesco Durante|Durante, Francesco|Durante, Francesco (1684-1755)|Composer|Classical
duron|Sebastián Durón|Durón, Sebastián|Durón, Sebastián (1660-1716)|Composer|Baroque
durufle|Maurice Duruflé|Duruflé, Maurice|Duruflé, Maurice (1902-1986)|Composer|20th Century
dusek|František Xaver Dušek|Dušek, František Xaver|Dušek, František Xaver (1731-1799)|Composer|Classical
dusikova|Kateřina Veronika Anna Dusíkova|Dusíkova, Kateřina Veronika Anna|Dusíkova, Kateřina Veronika Anna (1769-1833)|Composer|Classical
