johnmarchant|John Marchant|Marchant, John|Marchant, John (died 1611)|Composer|Baroque
johnmarsh|John Marsh|Marsh, John|Marsh, John (1752-1828)|Composer|Classical
johnmaynard|John Maynard|Maynard, John|Maynard, John (1577-between 1614 and 1633)|Composer|Baroque
johnmccabe|John McCabe|McCabe, John|McCabe, John (b1939)|Composer|20th Century
johnmilton|John Milton|Milton, John|Milton, John (1563-1647)|Composer|Baroque
johnmundy|John Mundy|Mundy, John|Mundy, John (1555-1630)|Composer|Baroque
johnnelson|John Nelson|Nelson, John||Conductor|
johnnewton|John Newton|Newton, John|Newton, John (1725-1807)|Composer|Classical
johnnyandrews|Johnny Andrews|Andrews, Johnny|Andrews, Johnny|Composer|
johnnyapril|Johnny April|April, Johnny|April, Johnny|Composer|
johnnykarkazis|Johnny Karkazis|Karkazis, Johnny|Karkazis, Johnny|Composer|
johnokoever|John O'Koever|O'Koever, John|O'Koever, John|Composer|
johnphilipsousa|John Philip Sousa|Sousa, John Philip|Sousa, John Philip (1854-1932)|Composer|Romantic
johnpurdell|John Purdell|Purdell, John|Purdell, John|Composer|
johnrutter|John Rutter|Rutter, John|Rutter, John|Composer|
johnsen|Hinrich Philip Johnsen|Johnsen, Hinrich Philip|Johnsen, Hinrich Philip (1717-1779)|Composer|Classical
johnshanks|John Shanks|Shanks, John|Shanks, John|Composer|
johnson|Edward Johnson|Johnson, Edward|Johnson, Edward (1572-1601)|Composer|Baroque
johnstaffordsmith|John Stafford Smith|Smith, John Stafford|Smith, John Stafford (1750-1836)|Composer|Classical
johnstainer|John Stainer|Stainer, John|Stainer, John (1840-1901)|Composer|Romantic
johnstanley|John Stanley|Stanley, John|Stanley, John (1712-1786)|Composer|Classical
johnstevens|John Stevens|Stevens, John|Stevens, John (b1951)|Composer|20th Century
johntavener|John Tavener|Tavener, John|Tavener, John (b1944)|Composer|20th Century
johntaverner|John Taverner|Taverner, John|Taverner, John (c1490-1545)|Composer|Renaissance
johntomkins|John Tomkins|Tomkins, John|Tomkins, John (1589-1638)|Composer|Baroque
johnward|John Ward|Ward, John|Ward, John (1571-1638)|Composer|Baroque
johnweldon|John Weldon|Weldon, John|Weldon, John (1676-1736)|Composer|Baroque
johnwesleyworkjr|John Wesley Work, Jr.|John Wesley Work, Jr.|John Wesley Work, Jr.|Composer|
johnwilbye|John Wilbye|Wilbye, John|Wilbye, John (1574-1638)|Composer|Renaissance
johnwilliams|John Williams|Williams, John||Conductor|
johnwilson|John Wilson|Wilson, John|Wilson, John (1595-1674)|Composer|Baroque
johnzorn|John Zorn|Zorn, John|Zorn, John (b1953)|Composer|20th Century
joio|Norman Dello Joio|Dello Joio, Norman|Dello Joio, Norman (1913-2008)|Composer|20th Century
jolivet|André Jolivet|Jolivet, André|Jolivet, André (1905-1974)|Composer|20th Century
jommelli|Niccolò Jommelli|Jommelli, Niccolò|Jommelli, Niccolò (1714-1774)|Composer|Classical
jonaswolf|Jonas Wolf|Wolf, Jonas|Wolf, Jonas|Composer|
jonathancain|Jonathan Cain|Cain, Jonathan|Cain, Jonathan|Composer|
jonathansass|Jonathan Sass|Sass, Jonathan|Sass, Jonathan (b1961)|Composer|20th Century
jonathanshorland|Jonathan Shorland|Shorland, Jonathan|Shorland, Jonathan|Composer|
jonathantaylor|Jonathan Taylor|Taylor, Jonathan|Taylor, Jonathan|Composer|
jonbellion|Jon Bellion|Bellion, Jon|Bellion, Jon|Composer|
jones|Richard Jones|Jones, Richard|Jones, Richard (late 17th century-1744)|Composer|Baroque
jonimitchell|Joni Mitchell|Mitchell, Joni|Mitchell, Joni|Composer|
jonoliva|Jon Oliva|Oliva, Jon|Oliva, Jon|Composer|
jonwysocki|Jon Wysocki|Wysocki, Jon|Wysocki, Jon|Composer|
joostvandenbroek|Joost Van Den Broek|Broek, Joost Van Den|Broek, Joost Van Den|Composer|
joplin|Scott Joplin|Joplin, Scott|Joplin, Scott (c1867-1917)|Composer|20th Century
jordotto|Jord Otto|Otto, Jord|Otto, Jord|Composer|
jorgemilchberg|Jorge Milchberg|Milchberg, Jorge|Milchberg, Jorge|Composer|
joseangellamas|José Ángel Lamas|Lamas, José Ángel|Lamas, José Ángel (1775-1814)|Composer|Romantic
josedenebra|José de Nebra|Nebra, José de|Nebra, José de (1702-1768)|Composer|Classical
josedetorresymartinezbravo|José de Torres y Martínez Bravo|Bravo, José de Torres y Martínez|Bravo, José de Torres y Martínez (1665-1738)|Composer|Baroque
josefbarta|Josef Bárta|Bárta, Josef|Bárta, Josef (c1744-1787)|Composer|Classical
joseffiala|Josef Fiala|Fiala, Josef|Fiala, Josef (1748-1816)|Composer|Classical
josefmyslivecek|Josef Mysliveček|Mysliveček, Josef|Mysliveček, Josef (1737-1781)|Composer|Classical
josefreicha|Josef Reicha|Reicha, Josef|Reicha, Josef (1752-1795)|Composer|Classical
josefrheinberger|Josef Rheinberger|Rheinberger, Josef|Rheinberger, Josef (1839-1901)|Composer|Romantic
josefseger|Josef Seger|Seger, Josef|Seger, Josef (1716-1782)|Composer|Classical
josefstrauss|Josef Strauss|Strauss, Josef|Strauss, Josef (1827-1870)|Composer|Romantic
josefsuk|Josef Suk|Suk, Josef|Suk, Josef (1874-1935)|Composer|Romantic
joseftriebensee|Josef Triebensee|Triebensee, Josef|Triebensee, Josef (1772-1846)|Composer|Romantic
josejoaquimdossantos|José Joaquim dos Santos|Santos, José Joaquim dos|Santos, José Joaquim dos (? 1747-1801)|Composer|Baroque
josemarin|José Marín|Marín, José|Marín, José (1618-1699)|Composer|Baroque
josemauricionunesgarcia|José Maurício Nunes Garcia|Garcia, José Maurício Nunes|Garcia, José Maurício Nunes (1767-1830)|Composer|Classical
josephabarbaraauernhammer|Josepha Barbara Auernhammer|Auernhammer, Josepha Barbara|Auernhammer, Josepha Barbara (1758-1820)|Composer|Classical
josephbeer|Joseph Beer|Beer, Joseph|Beer, Joseph (1744-1811)|Composer|Classical
josephbodindeboismortier|Joseph Bodin de Boismortier|Boismortier, Joseph Bodin de|Boismortier, Joseph Bodin de (1689-1755)|Composer|Baroque
josephbologne chevalierdesaintgeorges|Joseph Bologne, Chevalier de Saint-Georges|Saint-Georges, Joseph Bologne, Chevalier de|Saint-Georges, Joseph Bologne, Chevalier de (1745-1799)|Composer|Classical
josephcanteloube|Joseph Canteloube|Canteloube, Joseph|Canteloube, Joseph (1879-1957)|Composer|Romantic
josephcorfe|Joseph Corfe|Corfe, Joseph|Corfe, Joseph (1740-1820)|Composer|Classical
josephdeluca|Joseph DeLuca|DeLuca, Joseph|DeLuca, Joseph|Composer|
josephflamb|Joseph F. Lamb|Lamb, Joseph F.|Lamb, Joseph F. (1887-1960)|Composer|20th Century
josephfranzwagner|Joseph Franz Wagner|Wagner, Joseph Franz|Wagner, Joseph Franz (1856-1908)|Composer|Romantic
josephgibbs|Joseph Gibbs|Gibbs, Joseph|Gibbs, Joseph (1699-1788)|Composer|Classical
franzjosephhaydn|Joseph Haydn|Haydn, Joseph|Haydn, Joseph (1732-1809)|Composer|Classical
josephhaydn|Joseph Haydn|Haydn, Joseph|Haydn, Joseph (1732-1809)|Composer|Classical
josephhectorfiocco|Joseph-Hector Fiocco|Fiocco, Joseph-Hector|Fiocco, Joseph-Hector (1703-1741)|Composer|Baroque
josephholbrooke|Joseph Holbrooke|Holbrooke, Joseph|Holbrooke, Joseph (1878-1958)|Composer|Romantic
josephinelang|Josephine Lang|Lang, Josephine|Lang, Josephine (1815-1880)|Composer|Romantic
josephjoachim|Joseph Joachim|Joachim, Joseph|Joachim, Joseph (1831-1907)|Composer|Romantic
josephjoachimraff|Joseph Joachim Raff|Raff, Joseph Joachim|Raff, Joseph Joachim (1822-1882)|Composer|Romantic
josephkuffner|Joseph Küffner|Küffner, Joseph|Küffner, Joseph (1776-1856)|Composer|Romantic
josephleopoldeybler|Joseph Leopold Eybler|Eybler, Joseph Leopold|Eybler, Joseph Leopold (1765-1846)|Composer|Classical
josephmartinkraus|Joseph Martin Kraus|Kraus, Joseph Martin|Kraus, Joseph Martin (1756-1792)|Composer|Classical
josephmohr|Joseph Mohr|Mohr, Joseph|Mohr, Joseph|Composer|
josephquesnel|Joseph Quesnel|Quesnel, Joseph|Quesnel, Joseph (1746-1809)|Composer|Classical
josephschuster|Joseph Schuster|Schuster, Joseph|Schuster, Joseph (1748-1812)|Composer|Classical
josephschwantner|Joseph Schwantner|Schwantner, Joseph|Schwantner, Joseph (b1943)|Composer|20th Century
josephstarzer|Joseph Starzer|Starzer, Joseph|Starzer, Joseph (c1726-1787)|Composer|Classical
josephweigl|Joseph Weigl|Weigl, Joseph|Weigl, Joseph (1766-1846)|Composer|Classical
josephwolfl|Joseph Wölfl|Wölfl, Joseph|Wölfl, Joseph (1773-1812)|Composer|Romantic
joseserebrier|José Serebrier|Serebrier, José||Conductor|
joseviannadamotta|José Vianna da Motta|Motta, José Vianna da|Motta, José Vianna da (1868-1948)|Composer|Romantic
joshabraham|Josh Abraham|Abraham, Josh|Abraham, Josh|Composer|
josifmarinkovic|Josif Marinković|Marinković, Josif|Marinković, Josif (1851-1931)|Composer|Romantic
josiprunjanin|Josip Runjanin|Runjanin, Josip|Runjanin, Josip (1821-1878)|Composer|Romantic
josquindesprez|Josquin Desprez|Desprez, Josquin|Desprez, Josquin (c1440-1521)|Composer|Renaissance
josseboutmy|Josse Boutmy|Boutmy, Josse|Boutmy, Josse (1697-1779)|Composer|Classical
jouy|Anne Louise Brillon de Jouy|Jouy, Anne Louise Brillon de|Jouy, Anne Louise Brillon de (1744-1824)|Composer|Classical
jozefelsner|Józef Elsner|Elsner, Józef|Elsner, Józef (1769-1854)|Composer|Classical
jozefwładysławkrogulski|Józef Władysław Krogulski|Krogulski, Józef Władysław|Krogulski, Józef Władysław (1815-1842)|Composer|Romantic
jpierpont|J. Pierpont|Pierpont, J.|Pierpont, J.|Composer|
jr|Johann Strauss Jr.|Strauss, Johann Jr.|Strauss, Johann Jr. (1825-1899)|Composer|Romantic
jsbach|Johann Sebastian Bach|Bach, Johann Sebastian|Bach, Johann Sebastian (1685-1750)|Composer|Baroque
juanaranes|Juan Arañés|Arañés, Juan|Arañés, Juan (fl1624-49; d. c1649)|Composer|Baroque
juanbautistacabanilles|Juan Bautista Cabanilles|Cabanilles, Juan Bautista|Cabanilles, Juan Bautista (1644-1712)|Composer|Baroque
juancrisostomoarriaga|Juan Crisóstomo Arriaga|Arriaga, Juan Crisóstomo|Arriaga, Juan Crisóstomo (1806-1826)|Composer|Romantic
juandearaujo|Juan de Araujo|Araujo, Juan de|Araujo, Juan de (1646-1712)|Composer|Baroque
juanesquivelbarahona|Juan Esquivel Barahona|Barahona, Juan Esquivel|Barahona, Juan Esquivel (1560-after 1625)|Composer|Baroque
juanfrancesdeiribarren|Juan Francés de Iribarren|Iribarren, Juan Francés de|Iribarren, Juan Francés de (1699-1767)|Composer|Classical
juanfranciscodenavas|Juan Francisco de Navas|Navas, Juan Francisco de|Navas, Juan Francisco de (c1650-1719)|Composer|Baroque
juangarciadesalazar|Juan García de Salazar|Salazar, Juan García de|Salazar, Juan García de (1639-1710)|Composer|Baroque
juangarciadezespedes|Juan García de Zéspedes|Zéspedes, Juan García de|Zéspedes, Juan García de (c1619-1678)|Composer|Baroque
juangutierrezdepadilla|Juan Gutiérrez de Padilla|Padilla, Juan Gutiérrez de|Padilla, Juan Gutiérrez de (c1590-1664)|Composer|Baroque
juanhidalgodepolanco|Juan Hidalgo de Polanco|Polanco, Juan Hidalgo de|Polanco, Juan Hidalgo de (1614-1685)|Composer|Baroque
juannavarro|Juan Navarro|Navarro, Juan|Navarro, Juan (1550-1610)|Composer|Baroque
juanserqueiradelima|Juan Serqueira de Lima|Lima, Juan Serqueira de|Lima, Juan Serqueira de (c1655-c1726)|Composer|Baroque
judithshatin|Judith Shatin|Shatin, Judith|Shatin, Judith|Composer|
jukkapelkonen|Jukka Pelkonen|Pelkonen, Jukka|Pelkonen, Jukka|Composer|
juleslevy|Jules Levy|Levy, Jules|Levy, Jules (1838-1903)|Composer|Romantic
julesmassenet|Jules Massenet|Massenet, Jules|Massenet, Jules (1842-1912)|Composer|Romantic
julestyne|Jule Styne|Styne, Jule|Styne, Jule|Composer|
julestynesammycahn|Jule Styne, Sammy Cahn|Jule Styne, Sammy Cahn|Jule Styne, Sammy Cahn|Composer|
juliancarrillo|Julián Carrillo|Carrillo, Julián|Carrillo, Julián (1875-1965)|Composer|Romantic
julianoribeiro|Juliano Ribeiro|Ribeiro, Juliano|Ribeiro, Juliano|Composer|
juliepinel|Julie Pinel|Pinel, Julie|Pinel, Julie (fl 1710-1737)|Composer|Baroque
juliusconus|Julius Conus|Conus, Julius|Conus, Julius (1869-1942)|Composer|Romantic
juliusfucik|Julius Fučik|Fučik, Julius|Fučik, Julius (1872-1916)|Composer|Romantic
juliusreubke|Julius Reubke|Reubke, Julius|Reubke, Julius (1834-1858)|Composer|Romantic
juliusrontgen|Julius Röntgen|Röntgen, Julius|Röntgen, Julius (1855-1932)|Composer|Romantic
juliusweissenborn|Julius Weissenborn|Weissenborn, Julius|Weissenborn, Julius (1837-1888)|Composer|Romantic
jullien|Gilles Jullien|Jullien, Gilles|Jullien, Gilles (c1651/1653-1703)|Composer|Baroque
junojimmink|Juno Jimmink|Jimmink, Juno|Jimmink, Juno|Composer|
jurgensonnentheil|Jürgen Sonnentheil|Sonnentheil, Jürgen||Conductor|
justinheinrichknecht|Justin Heinrich Knecht|Knecht, Justin Heinrich|Knecht, Justin Heinrich (1752-1817)|Composer|Classical
justinmorgan|Justin Morgan|Morgan, Justin|Morgan, Justin (1747-1798)|Composer|Classical
juventinorosas|Juventino Rosas|Rosas, Juventino|Rosas, Juventino (1868-1894)|Composer|Romantic
kaihansen|Kai Hansen|Hansen, Kai|Hansen, Kai|Composer|
kaijasaariaho|Kaija Saariaho|Saariaho, Kaija|Saariaho, Kaija (b1952)|Composer|20th Century
kaleviaho|Kalevi Aho|Aho, Kalevi|Aho, Kalevi (b1949)|Composer|20th Century
kalinnikov|Vasily Kalinnikov|Kalinnikov, Vasily|Kalinnikov, Vasily (1866-1901)|Composer|Romantic
kamelot|Kamelot|Kamelot|Kamelot|Composer|
kammel|Antonín Kammel|Kammel, Antonín|Kammel, Antonín (1730-1788)|Composer|Classical
kammerorchesterberlin|Kammerorchester Berlin|Kammerorchester Berlin||Orchestra|
kanechurko|Kane Churko|Churko, Kane|Churko, Kane|Composer|
karadioguardi|Kara DioGuardi|DioGuardi, Kara|DioGuardi, Kara|Composer|
karelblazejkopřiva|Karel Blažej Kopřiva|Kopřiva, Karel Blažej|Kopřiva, Karel Blažej (1756-1785)|Composer|Classical
kareljanousek|Karel Janousek|Janousek, Karel|Janousek, Karel|Composer|
karevik|Karevik|Karevik|Karevik|Composer|
kargelert|Sigfrid Karg-Elert|Karg-Elert, Sigfrid|Karg-Elert, Sigfrid (1877-1933)|Composer|20th Century
karges|Wilhelm Karges|Karges, Wilhelm|Karges, Wilhelm (1613/1614-1699)|Composer|Baroque
karikimmel|Kari Kimmel|Kimmel, Kari|Kimmel, Kari|Composer|
karlbohm|Karl Böhm|Böhm, Karl||Conductor|
karldittersvondittersdorf|Karl Ditters von Dittersdorf|Dittersdorf, Karl Ditters von|Dittersdorf, Karl Ditters von (1739-1799)|Composer|Classical
karlgoldmark|Karl Goldmark|Goldmark, Karl|Goldmark, Karl (1830-1915)|Composer|Romantic
karlhartmann|Karl Hartmann|Hartmann, Karl|Hartmann, Karl (1905-1963)|Composer|20th Century
karlking|Karl King|King, Karl|King, Karl (1891-1971)|Composer|20th Century
karlkohaut|Karl Kohaut|Kohaut, Karl|Kohaut, Karl (1726-1784)|Composer|Classical
karłowicz|Mieczysław Karłowicz|Karłowicz, Mieczysław|Karłowicz, Mieczysław (1876-1909)|Composer|Romantic
karlstefanaichelburg|Karl Stefan Aichelburg|Aichelburg, Karl Stefan|Aichelburg, Karl Stefan (1782-1817)|Composer|Romantic
karlvonordonez|Karl von Ordóñez|Ordóñez, Karl von|Ordóñez, Karl von (1734-1786)|Composer|Classical
karolkurpiński|Karol Kurpiński|Kurpiński, Karol|Kurpiński, Karol (1785-1857)|Composer|Romantic
karolszymanowski|Karol Szymanowski|Szymanowski, Karol|Szymanowski, Karol (1882-1937)|Composer|20th Century
karolythern|Károly Thern|Thern, Károly|Thern, Károly (1817-1886)|Composer|Romantic
kasparforster|Kaspar Förster|Förster, Kaspar|Förster, Kaspar (the younger) (1616-1673)|Composer|Baroque
kateřinaveronikaannadusikova|Kateřina Veronika Anna Dusíkova|Dusíkova, Kateřina Veronika Anna|Dusíkova, Kateřina Veronika Anna (1769-1833)|Composer|Classical
katherinekdavis|Katherine K. Davis|Davis, Katherine K.|Davis, Katherine K.|Composer|
kathysommer|Kathy Sommer|Sommer, Kathy|Sommer, Kathy|Composer|
katyperry|Katy Perry|Perry, Katy|Perry, Katy|Composer|
kauffmann|Georg Friedrich Kauffmann|Kauffmann, Georg Friedrich|Kauffmann, Georg Friedrich (1679-1735)|Composer|Baroque
keelysmith|Keely Smith|Smith, Keely|Smith, Keely|Composer|
keiser|Reinhard Keiser|Keiser, Reinhard|Keiser, Reinhard (1674-1739)|Composer|Baroque
keithnelson|Keith Nelson|Nelson, Keith|Nelson, Keith|Composer|
kellie|Thomas Erskine, Earl of Kellie|Kellie, Thomas Erskine, Earl of|Kellie, Thomas Erskine, Earl of (1732-1781)|Composer|Classical
kellner|David Kellner|Kellner, David|Kellner, David (1670-1748)|Composer|Baroque
kellyhansen|Kelly Hansen|Hansen, Kelly|Hansen, Kelly|Composer|
kellyk|Hugo Kellyk|Kellyk, Hugo|Kellyk, Hugo (fl. late 15th century)|Composer|Renaissance
"kelvin""cal""morris"|"Kelvin ""Cal"" Morris"|"Morris, Kelvin ""Cal"""|"Morris, Kelvin ""Cal"""|Composer|
kempis|Joannes Florentius a Kempis|Kempis, Joannes Florentius a|Kempis, Joannes Florentius a (1635-after 1711)|Composer|Baroque
kendricklamar|Kendrick Lamar|Lamar, Kendrick|Lamar, Kendrick|Composer|
kengyo|Yatsuhashi Kengyo|Kengyo, Yatsuhashi|Kengyo, Yatsuhashi (1614-1685)|Composer|Baroque
kennethalford|Kenneth Alford|Alford, Kenneth|Alford, Kenneth (1881-1945)|Composer|20th Century
kenpassarelli|Ken Passarelli|Passarelli, Ken|Passarelli, Ken|Composer|
kentnagano|Kent Nagano|Nagano, Kent||Conductor|
kerckhoven|Abraham van den Kerckhoven|Kerckhoven, Abraham van den|Kerckhoven, Abraham van den (c1618-c1701)|Composer|Baroque
kerkado|Le Sénéchal de Kerkado|Kerkado, Le Sénéchal de|Kerkado, Le Sénéchal de (1786-1805)|Composer|Romantic
kerll|Johann Caspar Kerll|Kerll, Johann Caspar|Kerll, Johann Caspar (1627-1693)|Composer|Baroque
kern|Jerome Kern|Kern, Jerome|Kern, Jerome (1885-1945)|Composer|20th Century
kernis|Aaron Jay Kernis|Kernis, Aaron Jay|Kernis, Aaron Jay (b1958)|Composer|20th Century
kerrylivgren|Kerry Livgren|Livgren, Kerry|Livgren, Kerry|Composer|
ketelbey|Albert Ketèlbey|Ketèlbey, Albert|Ketèlbey, Albert (1875-1959)|Composer|Romantic
"kevin""ko""olusola"|"Kevin ""K.O."" Olusola"|"Olusola, Kevin ""K.O."""|"Olusola, Kevin ""K.O."""|Composer|
kevinchurko|Kevin Churko|Churko, Kevin|Churko, Kevin|Composer|
kevincronin|Kevin Cronin|Cronin, Kevin|Cronin, Kevin|Composer|
kevinshepard|Kevin Shepard|Shepard, Kevin|Shepard, Kevin|Composer|
khachaturian|Aram Khachaturian|Khachaturian, Aram|Khachaturian, Aram (1903-1978)|Composer|20th Century
khan|Khan|Khan|Khan|Composer|
khandoshkin|Ivan Khandoshkin|Khandoshkin, Ivan|Khandoshkin, Ivan (1747-1804)|Composer|Classical
kiarasaulters|Kiara Saulters|Saulters, Kiara|Saulters, Kiara|Composer|
killingjoke|Killing Joke|Joke, Killing|Joke, Killing|Composer|
kimandrearnesen|Kim André Arnesen|Arnesen, Kim André|Arnesen, Kim André (b1980)|Composer|20th Century
kimthayil|Kim Thayil|Thayil, Kim|Thayil, Kim|Composer|
kindermann|Johann Erasmus Kindermann|Kindermann, Johann Erasmus|Kindermann, Johann Erasmus (1616-1655)|Composer|Baroque
king|Karl King|King, Karl|King, Karl (1891-1971)|Composer|20th Century
kirbye|George Kirbye|Kirbye, George|Kirbye, George (c1565-1634)|Composer|Renaissance
kirchner|Theodor Kirchner|Kirchner, Theodor|Kirchner, Theodor (1823-1903)|Composer|Romantic
kirillkondrashin|Kirill Kondrashin|Kondrashin, Kirill||Conductor|
kirkhammett|Kirk Hammett|Hammett, Kirk|Hammett, Kirk|Composer|
kirnberger|Johann Philipp Kirnberger|Kirnberger, Johann Philipp|Kirnberger, Johann Philipp (1721-1783)|Composer|Classical
kirstinmaldonado|Kirstin Maldonado|Maldonado, Kirstin|Maldonado, Kirstin|Composer|
kittel|Caspar Kittel|Kittel, Caspar|Kittel, Caspar (1603-1639)|Composer|Baroque
klabon|Krzysztof Klabon|Klabon, Krzysztof|Klabon, Krzysztof (1550-1616)|Composer|Baroque
klaustennstedt|Klaus Tennstedt|Tennstedt, Klaus||Conductor|
klein|Bernhard Klein|Klein, Bernhard|Klein, Bernhard (1793-1832)|Composer|Romantic
klingenberg|Friedrich Gottlieb Klingenberg|Klingenberg, Friedrich Gottlieb|Klingenberg, Friedrich Gottlieb (c1660?-1720)|Composer|Baroque
knecht|Justin Heinrich Knecht|Knecht, Justin Heinrich|Knecht, Justin Heinrich (1752-1817)|Composer|Classical
kneller|Andreas Kneller|Kneller, Andreas|Kneller, Andreas (1649-1724)|Composer|Baroque
knipper|Lev Knipper|Knipper, Lev|Knipper, Lev (1898-1974)|Composer|20th Century
knupfer|Sebastian Knüpfer|Knüpfer, Sebastian|Knüpfer, Sebastian (1633-1676)|Composer|Baroque
knyvett|William Knyvett|Knyvett, William|Knyvett, William (1779-1856)|Composer|Romantic
kobrapaige|Kobra Paige|Paige, Kobra|Paige, Kobra|Composer|
kōda|Nobu Kōda|Kōda, Nobu|Kōda, Nobu (1870-1946)|Composer|Romantic
kodaly|Zoltán Kodály|Kodály, Zoltán|Kodály, Zoltán (1882-1967)|Composer|20th Century
koechlin|Charles Koechlin|Koechlin, Charles|Koechlin, Charles (1867-1950)|Composer|Romantic
koetsier|Jan Koetsier|Koetsier, Jan|Koetsier, Jan (1911-2006)|Composer|20th Century
kohaut|Karl Kohaut|Kohaut, Karl|Kohaut, Karl (1726-1784)|Composer|Classical
kohler|Ernesto Köhler|Köhler, Ernesto|Köhler, Ernesto (1849-1907)|Composer|Romantic
koninck|Servaes de Koninck|Koninck, Servaes de|Koninck, Servaes de (c1654-c1701)|Composer|Baroque
konradjunghanel|Konrad Junghänel|Junghänel, Konrad||Conductor|
konradruhland|Konrad Ruhland|Ruhland, Konrad||Conductor|
kopřiva|Karel Blažej Kopřiva|Kopřiva, Karel Blažej|Kopřiva, Karel Blažej (1756-1785)|Composer|Classical
korde|Shirish Korde|Korde, Shirish|Korde, Shirish (b1945)|Composer|20th Century
kornelijestankovic|Kornelije Stanković|Stanković, Kornelije|Stanković, Kornelije (1831-1865)|Composer|Romantic
koshetz|Alexander Koshetz|Koshetz, Alexander|Koshetz, Alexander (1875-1944)|Composer|Romantic
kotipelto|Kotipelto|Kotipelto|Kotipelto|Composer|
kozeluch|Leopold Kozeluch|Kozeluch, Leopold|Kozeluch, Leopold (1747-1818)|Composer|Classical
kraft|Antonín Kraft|Kraft, Antonín|Kraft, Antonín (c1749-1820)|Composer|Classical
kraus|Joseph Martin Kraus|Kraus, Joseph Martin|Kraus, Joseph Martin (1756-1792)|Composer|Classical
krebs|Johann Ludwig Krebs|Krebs, Johann Ludwig|Krebs, Johann Ludwig (1713-1780)|Composer|Classical
kreisler|Fritz Kreisler|Kreisler, Fritz|Kreisler, Fritz (1875-1962)|Composer|20th Century
kreutzer|Conradin Kreutzer|Kreutzer, Conradin|Kreutzer, Conradin (1780-1849)|Composer|Romantic
krieger|Adam Krieger|Krieger, Adam|Krieger, Adam (1634-1666)|Composer|Baroque
krijnkoetsveld|Krijn Koetsveld|Koetsveld, Krijn||Conductor|
kristenandersonlopez|Kristen Anderson-Lopez|Anderson-Lopez, Kristen|Anderson-Lopez, Kristen|Composer|
kristianniemann|Kristian Niemann|Niemann, Kristian|Niemann, Kristian|Composer|
kristjanjarvi|Kristjan Järvi|Järvi, Kristjan||Conductor|
krogulski|Józef Władysław Krogulski|Krogulski, Józef Władysław|Krogulski, Józef Władysław (1815-1842)|Composer|Romantic
krommer|Franz Krommer|Krommer, Franz|Krommer, Franz (1759-1831)|Composer|Classical
krstic|Petar Krstić|Krstić, Petar|Krstić, Petar (1877-1957)|Composer|Romantic
krufft|Nikolaus von Krufft|Krufft, Nikolaus von|Krufft, Nikolaus von (1779-1818)|Composer|Romantic
krumpholtz|Anne-Marie Krumpholtz|Krumpholtz, Anne-Marie|Krumpholtz, Anne-Marie (1766-1813)|Composer|Classical
krumpholz|Jean-Baptiste Krumpholz|Krumpholz, Jean-Baptiste|Krumpholz, Jean-Baptiste (1742-1790)|Composer|Classical
krystofharantzpolzicabezdruzic|Kryštof Harant z Polžic a Bezdružic|Bezdružic, Kryštof Harant z Polžic a|Bezdružic, Kryštof Harant z Polžic a (1564-1621)|Composer|Baroque
krzysztofklabon|Krzysztof Klabon|Klabon, Krzysztof|Klabon, Krzysztof (1550-1616)|Composer|Baroque
krzysztofpenderecki|Krzysztof Penderecki|Penderecki, Krzysztof|Penderecki, Krzysztof (b1933)|Composer|20th Century
kuchař|Jan Křtitel Kuchař|Kuchař, Jan Křtitel|Kuchař, Jan Křtitel (1751-1829)|Composer|Classical
kuffner|Joseph Küffner|Küffner, Joseph|Küffner, Joseph (1776-1856)|Composer|Romantic
kuhlau|Friedrich Kuhlau|Kuhlau, Friedrich|Kuhlau, Friedrich (1786-1832)|Composer|Romantic
kuhnau|Johann Kuhnau|Kuhnau, Johann|Kuhnau, Johann (1660-1722)|Composer|Baroque
kuhnel|August Kühnel|Kühnel, August|Kühnel, August (1645-c1700)|Composer|Baroque
kunits|Luigi von Kunits|Kunits, Luigi von|Kunits, Luigi von (1870-1931)|Composer|Romantic
kunzen|Adolph Carl Kunzen|Kunzen , Adolph Carl|Kunzen , Adolph Carl (1720-1781)|Composer|Classical
kupiainen|Kupiainen|Kupiainen|Kupiainen|Composer|
kurmangazysagyrbayuly|Kurmangazy Sagyrbayuly|Sagyrbayuly, Kurmangazy|Sagyrbayuly, Kurmangazy (1823-1896)|Composer|Romantic
kurpiński|Karol Kurpiński|Kurpiński, Karol|Kurpiński, Karol (1785-1857)|Composer|Romantic
kurtmasur|Kurt Masur|Masur, Kurt||Conductor|
kusser|Johann Sigismund Kusser|Kusser, Johann Sigismund|Kusser, Johann Sigismund (1660-1727)|Composer|Baroque
kuyper|Elisabeth Kuyper|Kuyper, Elisabeth|Kuyper, Elisabeth (1877-1953)|Composer|Romantic
lachner|Franz Lachner|Lachner, Franz|Lachner, Franz (1803-1890)|Composer|Romantic
lachnith|Ludwig Wenzel Lachnith|Lachnith, Ludwig Wenzel|Lachnith, Ludwig Wenzel (1746-1820)|Composer|Classical
lacunacoil|Lacuna Coil|Lacuna Coil|Lacuna Coil|Composer|
ladmirault|Paul Ladmirault|Ladmirault, Paul|Ladmirault, Paul (1877-1944)|Composer|Romantic
ladurner|Ignaz Anton Ladurner|Ladurner, Ignaz Anton|Ladurner, Ignaz Anton (1766-1839)|Composer|Classical
ladymarydering|Lady Mary Dering|Dering, Lady Mary|Dering, Lady Mary (1629-1704)|Composer|Baroque
